Tipo	Departamento	Titulo	Objetivo	Dominant_Topic	Dominant_Words
Administrativos	LIMA	A LAS OBRAS DE MEJORAMIENTO DEL TRÁNSITO PEATONAL Y VEHICULAR EN PISTAS Y VEREDAS REALIZADAS EN LA MUNICIPALIDAD DISTRITAL DE SAN LUIS	DETERMINAR SI LA CONTRATACIÓN DE LAS OBRAS, SE EFECTUARON DE ACUERDO A LO ESTABLECIDO EN LA NORMATIVA, DISPOSICIONES INTERNAS Y ESTIPULACIONES CONTRACTUALES.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DEPORTIVOS Y RECREATIVOS EN EL C.P .R TAMBO VIEJO ZONA B CIENEGUILLA LIMA I ETAPA	MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DEPORTIVOS Y RECREATIVOS EN EL C.P .R. TAMBO VIEJO ZONA B, DISTRITO DE CIENEGUILLA LIMA - LIMA- I ETAPA EFECTUADO MEDIANTE L.P N° 03-2015- CE/ MDC/ CE-1 SE REALIZÓ DE ACUERDO A LO ESTABLECIDO EN LA NORMATIVA, DISPOSICIONES, INTERNAS Y LAS ESTIPULACIONES CONTRACTUALES	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	OBRA CONSTRUCCIÓN DE PISTAS Y VEREDAS EN LA CALLE 1 DEL AA.HH. LAMPA DE ORO 2DA. ETAPA Y CALLE LOS JAZMINES DEL AA.HH LOS JAZMINES DE PALAO 2DA. ETAPA DEL CERRO LA MILLA, DISTRITO DE SMP , LIMA, LIMA	DETERMINAR SI EL PROCESO DE CONTRATACIÓN DE LA OBRA CONSTRUCCIÓN DE PISTAS Y VEREDAS EN LA CALLE 1 DEL AA.HH. LAMPA DE ORO 2DA. ETAPA Y CALLE LOS JAZMINES DEL AA.HH LOS JAZMINES DE PALAO 2DA. ETAPA DEL CERRO LA MILLA, DISTRITO DE SAN MARTIN DE PORRES, LIMA, LIMA, AS N° 009-2017- CS/ MDSMP , SE EFECTUÓ DE ACUERDO A LEY DE CONTRATACIONES, ESTIPULACIONES CONTRACTUALES Y OTRAS DISPOSICIONES APLICABLES.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	AUDITORÍA DE CUMPLIMIENTO A LA MUNICIPALIDAD DISTRITAL DE ASIA - CAÑETE "OTORGAMIENTO DE ENCARGOS INTERNOS A FUNCIONARIOS Y SERVIDORES PERIODO 01 DE ENERO 2015 - 31 DE DICIEMBRE 2016"	DETERMINAR SI EL PROCESO DE GESTIÓN DE LOS FONDOS ENTREGADOS BAJO LA DENOMINACIÓN DE ¿ENCARGOS INTERNOS, DURANTE EL PERIODO 2015 Y 2016, FUERON OTORGADOS A PERSONAS EXPRESAMENTE DESIGNADO PARA LA EJECUCIÓN DEL GASTO CONFORME A LA NECESIDAD Y A LOS OBJETIVOS INSTITUCIONALES, Y SI FUERON EJECUTADOS Y RENDIDOS DE CONFORMIDAD A LA NORMATIVA VIGENTE.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	AUDITORIA DE CUMPLIMIENTO A LA MUNICIPALIDAD DE COMAS - CONTRATACION DE OBRAS EJECUTADAS EN EL ASENTAMIENTO HUMANO AÑO NUEVO- DISTRITO DE COMAS - LIMA	DETERMINAR SI LA CONTRATACIÓN DE LAS OBRAS "CREACIÓN DEL SERVICIO DE TRÁNSITO VEHICULAR Y PEATONAL EN LOS JR. LUIS PARDO, JOSÉ C. MARIÁTEGUI, JOSÉ OLAYA, JUAN VELAZCO ALVARADO, GONZALES PRADA, MARÍA PARADO DE BELLIDO, MICAELA BASTIDAS, MATEO PUMACAHUA, MARIANO MELGAR, SÁNCHEZ CERRO, HIPÓLITO UNANUE, RICARDO PALMA, JOSÉ MARÍA ARGUEDAS LÓPEZ ALBUJAR Y PASAJE CENTRAL C S/N DEL A.H. AÑO NUEVO ZONA A, SECTOR 11 DE JULIO- ZONA 4, DISTRITO DE COMAS - LIMA - LIMA (I ETAPA)" Y "MEJORAMIENTO DE LA PLAZA CÍVICA MIGUEL GRAU EN EL A.H AÑO NUEVO, ZONA B - ZONA 04 , DISTRITO DE COMAS - LIMA - LIMA" SE EFECTUARON DE ACUERDO A LO ESTABLECIDO EN LA NORMATIVA DE CONTRATACIONES, DISPOSICIONES INTERNAS Y LAS ESTIPULACIONES CONTRACTUALES.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	AUDITORIA DE CUMPLIMIENTO A LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL - ADQUISICIÓN DE SUMINISTRO DE COMBUSTIBLE PARA LA FLOTA VEHICULAR	DETERMINAR SI LA CONTRATACIÓN DEL SUMINISTRO DE COMBUSTIBLE PARA LA FLOTA VEHICULAR REALIZADA MEDIANTE LA SUBASTA INVERSA ELECTRÓNICA N.º 001-2016- CS- MDSM, SE EFECTUÓ EN CUMPLIMIENTO DE LA NORMATIVA DE CONTRATACIONES Y OTRAS NORMAS APLICABLES VIGENTES.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	REQUERIMIENTO, CONTRATACIÓN Y CONFORMIDAD DE SERVICIO DE TERCEROS PARA REALIZAR LABORES INHERENTES A FUNCIONARIOS DE CONFIANZA	DETERMINAR SI LA DESIGNACIÓN DE FUNCIONARIOS DE LA MUNICIPALIDAD DISTRITAL DE CHICLA, EN LOS CARGOS DE CONFIANZA DE LA GERENCIA DE PLANEAMIENTO Y PRESUPUESTO Y SUBGERENCIA DE CONTABILIDAD CUMPLÍA CON LOS REQUISITOS MÍNIMOS Y SI LA CONTRATACIÓN DE SERVICIO DE TERCEROS PARA QUE REALICEN LAS LABORES DE DICHOS FUNCIONARIOS SE LLEVÓ A CABO EN CUMPLIMIENTO DE LAS DISPOSICIONES LEGALES VIGENTES Y LAS NORMAS INTERNAS DE LA ENTIDAD.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Contrataciones de Bienes y Servicios por importes iguales o inferiores a 3 y 8 UIT Objetivo de la auditoría: Objetivo General Determinar si las contrataciones de bienes y servicios por importes iguales o inferiores a 3 y 8 UIT, se realizaron teniendo en cuenta la normativa aplicable.	Objetivo General Determinar si las contrataciones de bienes y servicios por importes iguales o inferiores a 3 y 8 UIT, se realizaron teniendo en cuenta la normativa aplicable. Objetivos Específicos - Establecer si los bienes y servicios contratados por importes iguales o inferiores a 3 y 8 UIT, fueron necesarios para el cumplimiento del objetivo del área usuaria y si se ejecutaron cumpliendo las condiciones y plazos establecidos dentro del marco de la normativa aplicable. - Determinar si los desembolsos efectuados por las contrataciones de bienes y servicios, cuentan con la debida documentación sustentatoria, en función a la normativa aplicable.	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	AUDITORÍA DE CUMPLIMIENTO A LA MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO - OBRA CREACIÓN PARQUE N° 2 DE LA COOPERATIVA DE VIVIENDA HUANCARAY, COMUNA 11, DISTRITO DE SAN JUAN DE LURIGANCHO - LI	DETERMINAR SI EL PROCESO DE CONTRATACIÓN DE LA OBRA CREACIÓN PARQUE N° 2 DE LA COOPERATIVA DE VIVIENDA HUANCARAY, COMUNA 11, DISTRITO DE SAN JUAN DE LURIGANCHO, SE EFECTUÓ DE ACUERDO A LEY DE CONTRATACIONES, ESTIPULACIONES CONTRACTUALES Y OTRAS DISPOSICIONES APLICABLES.	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	Actos preparatorios y procedimientos de selección de la Licitación Pública n.° 06-2019- MDSMP-1 y Adjudicaciones Simplificadas n°s 39-2019 y 08-2020- MDSMP-1	Establecer si los actos preparatorios y procedimientos de selección de la Licitación Pública n.° 06-2019- MDSMP-1 "Adquisición de grass en champa", Adjudicación Simplificada n.° 39-2019- MDSMP-1 "Servicio de confección de indumentaria para la Subgerencia de Serenazgo" y Adjudicación Simplificada n.° 08-2020- MDSMP-1 "Adquisición de equipos de protección personal por el COVID-19", se efectuaron de acuerdo con la normativa de contrataciones y otras disposiciones aplicables.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	AL CONCURSO PÚBLICO CLASICO-001-2015- CE- MDEA: CONTRATACION DEL SERVICIO DE RECOLECCION Y TRANSPORTE DE RESIDUOS SOLIDOS EN EL DISTRITO DE EL AGUSTINO HASTA UN RELLENO SANITARIO AUTORIZADO	Determinar si la contratación del servicio de recolección y transporte de residuos sólidos en la jurisdicción de El AGUSTINO CP- CLASICO-001-2015- CE- MDEA se realizó de acuerdo a la normativa aplicable, disposiciones internas y estipulaciones contractuales.	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	OBRA: CREACIÓN DE UN CENTRO DE EMPRENDIMIENTO CUL TURAL EN LA ZONA SUR SECTOR LA ENSENADA	Determinar si la contratación de la obra "Creación de un centro de emprendimiento cultural en la zona sur sector La Ensenada" (Licitación Pública n.° 008-2015- CE- MDPP), se realizó de acuerdo a la normativa aplicable.	11	0.066*"obra" + 0.025*"tecnico" + 0.024*"expediente" + 0.015*"contrato" + 0.014*"proyecto" + 0.012*"proceso" + 0.012*"asi" + 0.011*"contratación" + 0.011*"control" + 0.010*"cumplir"
Administrativos	LIMA	AUDITORÍA DE CUMPLIMIENTO A LA MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO, ADQUISICIÓN DE COMBUSTIBLE DIÉSEL B5 S-50 PARA LAS UNIDADES VEHICULARES DE LA MUNICIPALIDAD, MEDIANTE ADJUDICACIÓN DE	DETERMINAR SI LA CONTRATACIÓN Y DISTRIBUCIÓN DE COMBUSTIBLE, PARA LAS UNIDADES VEHICULARES DE LA MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO, SE EFECTUARON DE ACUERDO A LA NORMATIVA DE CONTRATACIONES, ESTIPULACIONES CONTRACTUALES Y OTRAS NORMAS APLICABLES SOBRE LA MATERIA.	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	AUDITORIA DE CUMPLIMIENTO A LA MUNICIPALIDAD DISTRITAL DE LOS OLIVOS - CONTRATACIÓN Y/O DESIGNACIÓN DEL SECRETARIO GENERAL EN EL CARGO DE CONFIANZA DE LA SECRETARIA GENERAL	Determinar si la contratación y/o designación del Secretario General, en el cargo de confianza de la Secretaria General, en la Municipalidad Distrital de Los Olivos, se realizó en cumplimiento a lo establecido en la normativa legal aplicable.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	DESIGNACIÓN DE FUNCIONARIOS PÚBLICOS EN CARGOS DE CONFIANZA	DETERMINAR SI LA DESIGNACIÓN DE FUNCIONARIOS BAJO LA MODALIDAD DE CARGO DE CONFIANZA, CUMPLEN CON LOS PROCEDIMIENTOS Y REQUISITOS ESTABLECIDOS EN LA NORMATIVIDAD APLICABLE	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	INGRESOS POR MUL TAS ADMINISTRATIVAS, COMERCIO AMBULATORIO, LICENCIAS DE FUNCIONAMIENTO Y CERTIFICADOS DE DEFENSA CIVIL	Establecer si los procesos de determinación y recaudación de ingresos por multas administrativas, comercio ambulatorio, licencias de funcionamiento y certificados de defensa civil; gestionados por la Subgerencia de Fiscalización Administrativa, Gerencia de Desarrollo Económico y Subgerencia de Riesgo de Desastres; fueron realizados de acuerdo a lo establecido en la normativa y disposiciones internas aplicables.	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	EJECUCIÓN DE LAS OBRAS DE CONSTRUCCIÓN, INSTALACIÓN Y AMPLIACIÓN DE LOS SERVICIOS EDUCATIVOS DE NIVEL INICIAL Nos 644, 552 Y 7233	Determinar, si el proceso de contratación de las obras de construcción, instalación y ampliación de los servicios educativos de nivel inicial n°s 644, 552 y 7233, se realizaron de acuerdo a lo establecido en la normativa, disposiciones internas y las estipulaciones contractuales.	11	0.066*"obra" + 0.025*"tecnico" + 0.024*"expediente" + 0.015*"contrato" + 0.014*"proyecto" + 0.012*"proceso" + 0.012*"asi" + 0.011*"contratación" + 0.011*"control" + 0.010*"cumplir"
Administrativos	LIMA	Contrataciones efectuadas en la fase de inversión de los Proyectos de Inversión Pública sobre mejoramiento del servicio de recreación y esparcimiento de los parques del distrito de San Isidro	Determinar si los Proyectos de Inversión Pública para el mejoramiento del servicio de recreación y esparcimiento y para la adquisición e instalación de bienes en los parques del distrito de San Isidro se ejecutaron de acuerdo a la normativa de inversión pública, contrataciones del estado, estipulaciones contractuales y demás normas aplicables.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	OBRA CONSTRUCCION DE PISTAS Y VEREDAS EN LAS ASOCIACIONES DE VIVIENDA MANZANILLO I-II ETAPA, MANIZALES I ETAPA, MANZANARES Y VILLA GENOVA, SECTOR NARANJAL, DISTRITO DE SAN MARTIN DE PORRES, LIMA	DETERMINAR SI EL PROCESO DE CONTRATACIÓN DE LA OBRA CONSTRUCCIÓN DE PISTAS Y VEREDAS EN LAS ASOCIACIONES DE VIVIENDA MANZANILLO I Y II ETAPA, MANIZALES I ETAPA, MANZANARES Y VILLA GÉNOVA SECTOR NARANJAL, LP N ° 006-2015- CE/ MDSMP , SE EFECTUÓ DE ACUERDO A LEY DE CONTRATACIONES, ESTIPULACIONES CONTRACTUALES Y OTRAS DISPOSICIONES APLICABLES.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	OBRA: "MEJORAMIENTO INTEGRAL DE LAS VÍAS DE LA URBANIZACIÓN SAN PABLO II ETAPA EN EL DISTRITO DE SAN LUIS, LIMA- LIMA"	"Mejoramiento Integral de las Vías de la Urb. San Pablo II Etapa en el Distrito de San Luis, Lima - Lima" se efectuó de acuerdo a lo establecido en la normativa, disposiciones internas y estipulaciones contractuales.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	Prescripción de deudas tributarias por impuesto predial y arbitrios municipales	Determinar si la prescripción de deudas tributarias por impuesto predial y arbitrios municipales, durante el periodo 2017 al 2019, se realizó de acuerdo a las disposiciones internas y normativa aplicable.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Contratación, almacenamiento y distribución de los insumos del Programa del Vaso de Leche	Determinar si el proceso de contratación de los insumos (leche evaporada entera en tarros y hojuelas de cereales con soya) del Programa del Vaso de Leche, así como el almacenamiento y distribución se realizaron de conformidad con la normativa de contrataciones y con las normas aplicables al Programa Social. D	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	ADQUISICIÓN DE 13 CAMIONETAS 4X2 PARA LA GERENCIA DE SEGURIDAD CIUDADANA DE LA MUNICIPALIDAD, MEDIANTE LAS LP N°S 004-2015- CE/ MDSMP/ PRIMERA CONVOCATORIA Y 006-2016- CSL/ MDSMP/ PRIMERA CONVOCATORIA	DETERMINAR SI EL PROCESO DE CONTRATACIÓN PARA LA ADQUISICIÓN DE 13 CAMIONETAS 4X2 PARA LA GERENCIA DE SEGURIDAD CIUDADANA DE LA MUNICIPALIDAD DISTRITAL DE SAN MARTÍN DE PORRES, SE EFECTUARON DE ACUERDO CON LA NORMATIVA DE CONTRATACIONES, ESTIPULACIONES CONTRACTUALES Y OTRAS DISPOSICIONES APLICABLES.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	DESIGNACIÓN Y ACEPTACIÓN DE FUNCIONARIOS EN CARGOS DE CONFIANZA	DETERMINAR SI EL PROCESO DE DESIGNACIÓN Y ACEPTACIÓN DE FUNCIONARIOS EN CARGOS DE CONFIANZA EN LA MUNICIPALIDAD DISTRITAL DE CHANCAY, SE REALIZÓ EN CUMPLIMIENTO DE LA NORMATIVA APLICABLE Y DISPOSICIONES INTERNAS VIGENTES.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	PRESCRIPCIÓN DE DEUDAS TRIBUTARIAS	Determinar si el proceso de cobranza de las deudas tributarias, y su posterior declaratoria de prescripción, se efectuó conforme al marco normativo aplicable.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	SERVICIO DE RECOLECCIÓN, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS Y MALEZA EN EL DISTRITO DE LOS OLIVOS (CP N° 01-2015- MDLO/ CE-1 Y CD N° 02-2018- MDLO/ SGL)	Determinar si el Concurso Público n.° 001-2015- MDLO/ CE-1 y Contratación Directa n.° 002-2018- MDLO/ SGL para el servicio de recolección, transporte y disposición final de residuos sólidos y maleza en el distrito de Los Olivos, se efectuaron de conformidad con la normativa de contrataciones, estipulaciones contractuales y demás normativa aplicable sobre la materia.	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	AUDITORÍA DE CUMPLIMIENTO A LA MUNICIPALIDAD DISTRITAL DE LA MOLINA, LIMA, LIMA, A LA EJECUCIÓN CONTRACTUAL DE LA OBRA CREACIÓN DEL CENTRO CUL TURAL Y BIBLIOTECA MUNICIPAL, EN LA ZONA SUR, DISTRITO DE	DETERMINAR SI LOS PROCESOS DE SUSCRIPCIÓN Y EJECUCIÓN DEL CONTRATO, ADICIONALES DE OBRA, SUPERVISIÓN Y LIQUIDACIÓN DE LA OBRA CREACIÓN DEL CENTRO CUL TURAL Y BIBLIOTECA MUNICIPAL EN LA ZONA SUR DEL DISTRITO DE LA MOLINA, LIMA - LIMA SE REALIZÓ DE CONFORMIDAD A LA NORMATIVA APLICABLE, DISPOSICIONES INTERNAS DE LA ENTIDAD Y ESTIPULACIONES CONTRACTUALES ESTABLECIDAS.	23	0.101*"obra" + 0.019*"publica" + 0.017*"informe" + 0.017*"tecnico" + 0.014*"construccion" + 0.014*"gerente" + 0.013*"entidad" + 0.012*"mejoramiento" + 0.012*"adicional" + 0.012*"expediente"
Administrativos	LIMA	DECLARACIÓN Y PAGO DE TRIBUTOS RETENIDOS	Determinar si las declaraciones y pagos de los tributos retenidos por concepto del Régimen Pensionario de la ONP , rentas de cuarta categoría y quinta categoría se efectuaron en cumplimiento de la normativa aplicable.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	ACTUACIÓN DEL COMITÉ DE SELECCIÓN DURANTE LA ETAPA DE PRESENTACIÓN DE OFERTAS DEL PROCEDIMIENTO DE SELECCIÓN ADJUDICACIÓN SIMPLIFICADA N° 007-2019- CS- MDJM	Determinar si el comité de selección realizó la etapa de presentación de ofertas del procedimiento de selección Adjudicación Simplificada n.° 007-2019- CS- MDJM-1, de conformidad con la Ley de Contrataciones del Estado y su Reglamento, así como las Bases Integradas.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	EJECUCIÓN DE LA OBRA: MEJORAMIENTO BÁSICO DE LOS PARQUES BADEN POWELL, MIRANDA, SOLARI, MATTO DE TURNER, VILLALOBOS, VILLAVICENCIO, DISTRITO DE MIRAFLORES, LIMA, LIMA	"Mejoramiento básico de los parques Baden Powell, Miranda, Solari, Matto de Turner, Villalobos, Villavicencio, distrito de Miraflores- Lima- Lima" se efectuó conforme a lo dispuesto en la normativa aplicable, disposiciones internas y estipulaciones contractuales.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	RENDICIÓN DE GASTOS DEL FONDO FIJO DE CAJA CHICA DE LA MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA	Determinar si la documentación que sustenta la Rendición del Fondo Fijo de Caja Chica, cumple con la normativa legal y las disposiciones internas.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	CONTRATACIÓN DIRECTA N° 001-2017- OEC- MDLV-1 CONTRATACION DEL SERVICIO DE RECOLECCIÓN, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS DEL DISTRITO DE LA VICTORIA	DETERMINAR SI LA CONTRATACIÓN DEL SERVICIO - CONTRATACIÓN DIRECTA N° 001-2017- OEC- MLV-1, CONTRATACIÓN DEL SERVICIO DE RECOLECCIÓN, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS DEL DISTRITO DE LA VICTORIA, SE REALIZÓ DE ACUERDO A LA NORMATIVA APLICABLE A LA MATERIA EXAMINADA, DISPOSICIONES INTERNAS DE LA ENTIDAD Y ESTIPULACIONES CONTRACTUALES.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	CONTRATACIÓN DE BIENES Y SERVICIOS POR MONTOS IGUALES O INFERIORES A OCHO (8) UNIDADES IMPOSITIVAS TRIBUTARIAS (UIT)	DETERMINAR SI LAS CONTRATACIONES DE BIENES Y SERVICIOS POR IMPORTES IGUALES O INFERIORES A 8 UIT, SE EFECTUARON CON SUJECIÓN A LA NORMATIVA INTERNA Y OTRAS APLICABLES.	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	PLANIFICACIÓN Y DISTRIBUCIÓN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BÁSICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19	Determinar si la planificación y distribución de bienes de primera necesidad de la Canasta Básica Familiar en el marco de la Emergencia Nacional por el brote del COVID-19, se realizó de conformidad con el Decreto de Urgencia n° 033-2020, y otras normas conexas, guías, recomendaciones y protocolos, emitidos por el sector público en lo que fuera aplicable.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	CONTRATACIÓN DE SERVIDORA PÚBLICA SANCIONADA CON INHABILITACIÓN PARA EJERCER FUNCIÓN PÚBLICA	Determinar si la contratación de la señora Luz Eloísa Gutiérrez Ríos efectuada mediante órdenes de servicios y contrato administrativo de servicios durante el año 2019, se realizó de acuerdo a la normativa aplicable.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
